,Country,year,GWP_Imports,GWP_Exports,Employment_pba,GWP_pba,ValueAdded_pba
27,GB,2015,357622524671.0,118284740598.0,31543.3473056,419475180123.0,2643339.11838
28,US,2015,1725273906680.0,573361942965.0,146065.526663,4616016336000.0,16438306.4443
29,JP,2015,473669897838.0,273786988318.0,48056.9749286,1126150734200.0,3956264.64406
30,CN,2015,1260592189170.0,2328187133850.0,718123.940625,11156481838700.0,9969871.93295
31,CA,2015,190707255088.0,287854884531.0,15495.6516994,603325152382.0,1402549.56523
32,KR,2015,262717329240.0,205477765006.0,28325.4083366,615459879374.0,1321111.53288
33,BR,2015,155353248419.0,241473746825.0,90025.0364233,1066221488420.0,1624346.10145
34,IN,2015,402448506740.0,430234172786.0,393621.787498,2868098514740.0,1934888.33534
35,MX,2015,148262653960.0,199874597596.0,57779.5572108,520375205866.0,1055040.18202
36,RU,2015,192455650856.0,721217300877.0,63595.777885,1729810970640.0,1231554.76078
37,AU,2015,180359392406.0,209038487983.0,9643.32305075,543790424030.0,1124501.48652
38,CH,2015,80046166529.9,16735186248.0,4100.85795665,38382897261.5,632852.258469
39,TR,2015,158908391224.0,85998127150.6,23919.351607,409686166939.0,779012.131926
40,TW,2015,104600396869.0,155259717997.0,10863.0052572,247330037858.0,419653.433235
41,NO,2015,47692336776.1,39423203015.6,2433.10787443,77442896230.7,347725.597176
42,ID,2015,156399555069.0,220674749298.0,104771.020362,777980717733.0,775893.855537
43,ZA,2015,41385897094.4,162667516229.0,11297.1698867,433264248838.0,286088.90385
44,WA,2015,1138486710180.0,1415069773920.0,512581.915296,2775299966080.0,2924916.0648
45,WL,2015,572965385489.0,404039336434.0,118586.208193,1275768726710.0,2317938.26414
46,WE,2015,114448338133.0,192841532615.0,143395.651778,466291595657.0,253676.105958
47,WF,2015,401875603202.0,337856921337.0,392785.805811,1761839409130.0,1454533.04771
48,WM,2015,702452489830.0,1111858315660.0,34861.932407,2465727974800.0,2484226.23283
0,AT,2016,51635538614.9,20551366393.2,4336.0831681,57798600646.7,357366.197797
1,BE,2016,112866151624.0,47344570134.7,4563.29202606,85279280739.5,429794.551237
2,BG,2016,19484905274.6,25757585972.3,3132.69655915,48411318591.6,48589.5747981
3,CY,2016,6078089498.7,6861501560.76,380.003190205,13495429952.3,18860.1414325
4,CZ,2016,41296403805.0,45164371297.1,4859.44231074,110241459077.0,177316.892742
5,DE,2016,435272552250.0,284375128995.0,44285.9047381,781953762111.0,3132620.83486
6,DK,2016,41864235441.4,30841304667.2,2791.87641976,62440781889.1,282876.408827
7,EE,2016,6976538722.36,7376758642.25,635.775449526,18443017853.1,21916.6617481
8,ES,2016,144466343923.0,99992692609.4,17661.1747086,264101408533.0,1113087.01541
9,FI,2016,35230344495.3,22002601681.7,2405.84718828,59116585061.6,217370.952218
10,FR,2016,290151432383.0,116868885360.0,26019.6626299,330011102669.0,2232618.67114
11,GR,2016,36971128738.3,43464765292.2,3300.95778615,156366838196.0,174119.148334
12,HR,2016,9837512765.28,9178125659.12,1431.95848937,19276874168.0,46613.9649419
13,HU,2016,28644275160.3,21885345766.3,4023.31028628,44808878945.3,116063.360844
14,IE,2016,65284511053.7,50050687799.4,2499.78684004,70856868085.6,270626.385816
15,IT,2016,262082579544.0,85221381664.0,22498.4717342,317771066833.0,1694640.40436
16,LT,2016,10548992939.9,7168554649.46,1368.80305111,15993101649.8,38863.5714496
17,LU,2016,14303717820.1,7070167309.19,273.694301769,8107752102.38,54830.1413345
18,LV,2016,9001189876.62,7001739433.91,976.288062661,12230743226.3,25343.1437908
19,MT,2016,4873603158.26,1158114485.26,227.420853399,1717532035.53,10362.6898152
20,NL,2016,137298706541.0,99048404167.0,7228.90618242,184989907749.0,707858.145907
21,PL,2016,80875475031.9,104407441552.0,15915.292015,363175634298.0,426987.408148
22,PT,2016,32146319858.6,18628582182.0,4660.6972207,50896620636.3,186363.739075
23,RO,2016,32812603424.7,23281199746.7,10696.8149492,78432309057.9,170290.82186
24,SE,2016,63349219708.5,23736772756.8,4403.93516439,48008380878.2,465854.793992
25,SI,2016,10107061137.7,5948825921.36,928.335306032,13267353800.1,40415.8763415
26,SK,2016,31570471397.4,15587858342.8,2423.16820029,33531034323.9,80996.7060949
27,GB,2016,315679829063.0,126094772020.0,36370.9406645,383444402481.0,2433144.46746
28,US,2016,1632452338880.0,527918238296.0,185030.568826,4384091531620.0,16934750.2033
29,JP,2016,443829014284.0,265598094265.0,49902.2013594,1079602457280.0,4447138.98406
30,CN,2016,1258300824720.0,2034581140710.0,873528.486421,11205734564800.0,10148445.7751
31,CA,2016,193108419211.0,272075244531.0,15501.0714582,584432248483.0,1380652.92525
32,KR,2016,246491246706.0,200560556749.0,33322.8230227,639493602295.0,1355236.74314
33,BR,2016,126124079348.0,228540154054.0,75659.4788601,1029052914430.0,1622272.35145
34,IN,2016,398140691029.0,411844256337.0,484106.211169,2940571027820.0,2069374.8564
35,MX,2016,139775844790.0,185322585381.0,55003.4052253,533236226255.0,973806.147391
36,RU,2016,180865072497.0,654053954875.0,51166.435559,1697866599260.0,1155956.28195
37,AU,2016,173770617866.0,189099277008.0,9818.89097616,519615664684.0,1183579.89578
38,CH,2016,85839261278.5,18833592287.4,4527.60940538,38460783117.6,628422.308157
39,TR,2016,154003553713.0,94058789492.6,26994.4110441,440726964281.0,785692.433163
40,TW,2016,101004058755.0,145423854146.0,12457.6105109,255762106581.0,429269.824686
41,NO,2016,47756181453.2,39793396328.1,2250.75532955,77196478893.8,333200.767497
42,ID,2016,142469334905.0,213802939889.0,129916.986325,796762630045.0,841880.354173
43,ZA,2016,33567058984.3,165482510125.0,12588.1778159,426269346601.0,267721.56351
44,WA,2016,1163521072910.0,1387922412100.0,561923.016966,2880639151310.0,2977178.29953
45,WL,2016,413844328946.0,417530695332.0,136785.613475,1278757350490.0,2208964.88069
46,WE,2016,104522001555.0,177795562716.0,133291.868353,448584942946.0,255203.692757
47,WF,2016,383683628054.0,315282575136.0,423835.505578,1814130013490.0,1380288.36658
48,WM,2016,665762104153.0,1117951131460.0,38189.6160761,2531038984850.0,2462419.91168
0,AT,2017,50902579016.7,21906974075.2,4494.16887368,59967161197.2,369335.105883
1,BE,2017,111704874823.0,53346778632.8,4623.69033885,88960402206.7,444983.685374
2,BG,2017,15923693739.0,27261592137.3,3229.6365763,51024531190.3,52183.3373197
3,CY,2017,6130902842.61,10257214696.6,428.242727527,13991735109.4,20039.3660902
4,CZ,2017,39418142757.2,43626491426.3,4943.67319982,109593471855.0,193528.318095
5,DE,2017,441080375307.0,288997988353.0,44991.3207445,783024256828.0,3259805.68286
6,DK,2017,44291108405.2,30111392091.5,2788.81666958,59095678474.6,293990.496421
7,EE,2017,6794802713.75,8276819715.82,674.556630987,19487955590.3,23857.3504723
8,ES,2017,147098094465.0,109858922464.0,17922.4512703,276339334581.0,1161847.64049
9,FI,2017,30512251143.9,21610534374.9,2422.11377914,58007487403.5,225929.235411
10,FR,2017,295449302235.0,120591142016.0,25535.1104987,339932925557.0,2297203.7224
11,GR,2017,40843614032.0,47830339686.7,3133.47206408,161043983075.0,177148.933222
12,HR,2017,11033449726.9,10190330353.1,1527.86907521,20329588741.5,48968.1910804
13,HU,2017,30214986651.3,23553937832.6,3978.27078757,48541920013.1,126548.292231
14,IE,2017,57833179251.7,57794121936.6,2791.68956972,72981793060.1,300381.84483
15,IT,2017,261016149796.0,90667315715.3,22649.5048831,317554000652.0,1736563.86417
16,LT,2017,11092882852.6,7980550070.46,1403.85244621,17016036978.9,42275.5925748
17,LU,2017,14051187589.8,7578612755.79,283.918979691,8728829509.55,56813.2643381
18,LV,2017,8778344248.07,7448821593.67,922.894594944,12249700285.6,26961.8137436
19,MT,2017,5610612268.63,880872530.399,242.182785092,1324696188.49,11321.5113531
20,NL,2017,134222058088.0,105891687461.0,7217.54015696,177259442595.0,738133.700706
21,PL,2017,83619102759.6,113020723175.0,15439.4130065,384125420202.0,466056.681907
22,PT,2017,30859157218.8,21637228667.9,4732.59893853,58192141903.1,195943.945046
23,RO,2017,34443786549.6,26948651199.5,11107.3380208,82105873800.5,187391.217047
24,SE,2017,60256518013.2,22719523505.7,4253.55056664,46842291865.9,478904.79753
25,SI,2017,10420824188.1,6484676369.27,919.623016102,13657296038.6,43008.4123641
26,SK,2017,30733485794.1,17242431775.1,2335.1873271,35160328465.8,84530.7824896
27,GB,2017,316068944497.0,145099794915.0,32381.4970192,365190110807.0,2356806.24833
28,US,2017,1627462149330.0,559895309624.0,185632.324561,4287255837460.0,17299265.2917
29,JP,2017,493302952188.0,304714133470.0,53001.8689156,1045709192390.0,4308103.39883
30,CN,2017,1357475860410.0,2081745874200.0,864526.758833,11551580931000.0,10897132.3876
31,CA,2017,201742040062.0,273029568265.0,14858.4555199,590532411811.0,1460138.94615
32,KR,2017,310111287989.0,194590975838.0,33152.4472576,660099544746.0,1437462.57087
33,BR,2017,150825625668.0,240612462319.0,76625.638826,1058280264770.0,1826005.01688
34,IN,2017,461972971758.0,464607916427.0,518329.56234,3136484392600.0,2324154.80824
35,MX,2017,141350116955.0,198818199124.0,48969.2589575,539196561224.0,1024816.46435
36,RU,2017,220152136420.0,635956160597.0,48121.6811347,1808037616330.0,1396458.93496
37,AU,2017,187384963490.0,229822940322.0,9986.5682225,581764106573.0,1254123.85479
38,CH,2017,72394907634.9,18133891633.5,4517.14645373,39394640262.2,623597.872855
39,TR,2017,167809953793.0,112449217296.0,26207.0763046,483848457948.0,760368.751527
40,TW,2017,102187236274.0,160288470029.0,12400.6621133,293279374640.0,453166.400625
41,NO,2017,40859399053.1,40299060952.8,2170.5378637,81185947540.9,352654.64749
42,ID,2017,161521052454.0,244657276633.0,138038.925715,850860233558.0,899016.326609
43,ZA,2017,54531822140.4,211335822931.0,11813.9247561,436242093417.0,308937.496364
44,WA,2017,1188623319910.0,1456477739090.0,555926.114691,2972292045120.0,3142660.52593
45,WL,2017,445229832265.0,439465445518.0,123636.335768,1267811884250.0,2318293.62416
46,WE,2017,156297360072.0,169021405057.0,132865.838801,431235276136.0,286112.481049
47,WF,2017,438893992731.0,372790810559.0,406278.519453,1849878481940.0,1420883.28369
48,WM,2017,722600092546.0,1175605334710.0,37360.6285768,2560272677000.0,2537027.99011
0,AT,2018,55964063159.5,23061400485.9,4671.85258895,61878468902.0,385347.046488
1,BE,2018,121672312937.0,54561217700.4,4739.59231152,90060323452.2,460401.665395
2,BG,2018,18363963164.4,31275220160.0,3485.71611671,49211278935.5,56053.4972617
3,CY,2018,6570150664.8,10568495728.2,439.988349229,13939595060.1,21136.9858064
4,CZ,2018,47893528731.6,42426358475.0,5262.21992745,109914064371.0,210760.992225
5,DE,2018,478543431897.0,283928675054.0,48031.5626913,790533432444.0,3356280.71655
6,DK,2018,47526670322.1,31625121394.6,2790.90901124,60722582503.5,302184.16579
7,EE,2018,8458405940.45,10041118742.4,690.723760086,21341378916.9,25936.6149254
8,ES,2018,172285353046.0,104691644566.0,18099.1994716,271280707923.0,1204194.6146
9,FI,2018,36027423962.4,21343454601.8,2422.55832013,57013909918.4,233654.999643
10,FR,2018,319789257026.0,122228185409.0,24454.971797,345002339613.0,2360596.07018
11,GR,2018,51372826753.7,55504086846.2,3264.48638133,163317006621.0,179720.378197
12,HR,2018,13359504391.0,10405833142.2,1519.55119842,20571310746.3,51643.6774743
13,HU,2018,35850080931.9,24080497715.0,4288.23446555,50680235289.1,135833.053218
14,IE,2018,58869219170.1,65367174769.9,2839.87877269,77802517605.3,326973.46503
15,IT,2018,303395872925.0,88214758864.2,22987.0063227,317873555762.0,1770994.88153
16,LT,2018,13494470968.1,9405750532.91,1523.129474,18428986779.8,45489.3167581
17,LU,2018,15251143420.3,7895669807.82,283.827608869,9292412661.96,60050.7688531
18,LV,2018,9672464681.13,7080930850.29,1050.8494515,12268001038.8,29141.4164769
19,MT,2018,6380836662.31,849643154.179,268.410453846,1319821097.78,12402.3222643
20,NL,2018,146250120951.0,106995783981.0,7492.95859562,174586660278.0,773957.187282
21,PL,2018,99492020423.6,118520238127.0,16991.2065659,388010521569.0,497382.755703
22,PT,2018,34170965586.0,21598837895.0,5015.97853097,55733374095.4,205176.220642
23,RO,2018,39921492257.2,27665674124.3,12999.0840528,82760395521.1,204594.353793
24,SE,2018,63384417656.5,22407199120.8,4242.28158357,46614031037.0,470326.309473
25,SI,2018,11764590114.2,6638813597.69,956.117538334,13699803202.4,45860.8264476
26,SK,2018,33366902256.0,17434976135.9,2523.37075832,35845117957.2,89502.0583937
27,GB,2018,339159394516.0,128871749190.0,31349.4514485,365384653751.0,2419404.33943
28,US,2018,1798936079630.0,610659489760.0,191950.288082,4636725988500.0,17452888.2303
29,JP,2018,537847024858.0,297061103178.0,49530.0756697,1083523576350.0,4195433.20914
30,CN,2018,1699481058130.0,2068450722140.0,932682.022346,11669142410000.0,11765374.2981
31,CA,2018,202911923239.0,333559965732.0,14896.7795405,654770135448.0,1458006.48844
32,KR,2018,333030191271.0,189582268046.0,34128.9999682,669865142181.0,1460419.55878
33,BR,2018,162182309683.0,328438807785.0,85471.3262964,1122576527760.0,1596502.47595
34,IN,2018,534841690924.0,524666857125.0,580328.668408,3425190531870.0,2348569.21483
35,MX,2018,157744525879.0,282000571091.0,56060.6998786,684907129223.0,1033612.90241
36,RU,2018,220528823398.0,915352533165.0,57525.4952562,1996840908500.0,1412748.75011
37,AU,2018,186097379775.0,252986843214.0,10296.6474072,593446562621.0,1235353.67396
38,CH,2018,71380790484.5,19334600217.9,4331.75626378,39874741657.0,623106.863045
39,TR,2018,168017598068.0,139422759084.0,24874.2336202,488570225965.0,659087.075523
40,TW,2018,115558740614.0,154875882176.0,13344.6696227,292473947196.0,458176.431878
41,NO,2018,43013696070.4,41359841167.7,2185.9645009,84245969409.3,367626.262008
42,ID,2018,199830121868.0,285793401954.0,127867.912627,941020484777.0,882506.614187
43,ZA,2018,64603148971.4,224041271978.0,12880.8888851,483415677378.0,311679.874996
44,WA,2018,1308889812300.0,1701164469400.0,574310.88476,3141966547410.0,3175166.62379
45,WL,2018,404241906891.0,450619559717.0,128199.948004,1304126442850.0,2125526.75234
46,WE,2018,184003270402.0,186222000745.0,147460.546739,477568376205.0,307263.52273
47,WF,2018,486985114000.0,437038614483.0,409760.044778,1893454684730.0,1452586.9366
48,WM,2018,730238163349.0,1301294181980.0,37248.0942998,2708143039740.0,2660676.47594
0,AT,2019,55464349781.9,24313013753.9,4898.24086077,65019200755.6,397566.227502
1,BE,2019,112732148768.0,54652262785.8,4818.03902449,88405800424.5,476192.457199
2,BG,2019,24852358507.1,28719913718.0,3809.39447331,47156707709.4,60674.9168512
3,CY,2019,6625714159.74,10431406105.4,472.455857385,14123913456.8,21943.1003603
4,CZ,2019,51207552064.1,39026941909.0,5685.67899155,110149529693.0,223921.844153
5,DE,2019,471941632574.0,259331940005.0,46996.9857913,729234269391.0,3448971.46765
6,DK,2019,47363697878.3,30721431726.6,2569.30764361,57188546125.7,312732.762536
7,EE,2019,8131996718.68,8745494337.76,762.73571355,18398213710.7,28111.7469015
8,ES,2019,161883495622.0,104924059975.0,18560.4761909,264207879229.0,1244743.65745
9,FI,2019,34591235774.9,20928191637.1,2558.13374982,55113420829.4,240550.522716
10,FR,2019,320021470758.0,126493317291.0,25247.5423002,350172176790.0,2425652.7684
11,GR,2019,53016799370.3,60484438921.1,3277.43712425,164649458815.0,183409.320809
12,HR,2019,14935529162.1,10807857343.1,1629.15289639,20911714985.4,53966.2115805
13,HU,2019,39388314865.4,26535775783.4,4599.34630793,51615274032.5,146019.689922
14,IE,2019,80793843747.0,63420763070.7,2968.36796129,77735986180.4,356043.042976
15,IT,2019,304146601795.0,90354625566.2,23908.5583726,320219582326.0,1789706.24877
16,LT,2019,12761792345.4,11378183464.9,1670.54786787,19491859086.9,48796.2589196
17,LU,2019,15718905404.6,8278762494.77,291.704799857,9642669242.73,63514.8897795
18,LV,2019,9952460750.73,7972961256.19,1111.60893157,14063048880.8,30462.6293724
19,MT,2019,6577981529.11,896067416.276,303.987417597,1378486910.22,13276.9976856
20,NL,2019,145924063107.0,105346276889.0,7549.83045929,168045790059.0,810228.551269
21,PL,2019,100166806016.0,111547329125.0,17120.1664516,365250412500.0,532257.335353
22,PT,2019,33598656938.1,21631919398.8,5150.02065613,55566695425.5,213296.190291
23,RO,2019,42458279653.1,27819554918.0,14101.2779963,87064906068.6,223381.839019
24,SE,2019,60412387001.9,23562756748.9,4213.42992171,47309767865.7,474215.157664
25,SI,2019,12944452077.8,6882979490.06,1017.40349799,13794804843.0,48391.449137
26,SK,2019,37649173154.6,17938406092.8,2545.67105272,34896348727.2,93863.0397586
27,GB,2019,345791184519.0,135201510187.0,32838.9133859,376173514630.0,2524735.85631
28,US,2019,1789690486490.0,605438306444.0,186489.822874,4577330223010.0,19145355.9625
29,JP,2019,546034882139.0,270376279400.0,48857.4247554,1003266875720.0,4539942.66272
30,CN,2019,1692812467480.0,2167471764360.0,974650.373905,12614562509300.0,12811910.6429
31,CA,2019,207045058543.0,338340975325.0,14306.3389268,632772668991.0,1555602.31311
32,KR,2019,341273199545.0,180608600208.0,34174.0773234,644827785789.0,1470781.08958
33,BR,2019,160659774129.0,277016424726.0,76646.2528216,1004280609850.0,1650554.57546
34,IN,2019,504874294877.0,475758899562.0,578665.223625,3459703752410.0,2582923.04674
35,MX,2019,157183964932.0,212639606111.0,57317.9391624,695113432023.0,1122323.27847
36,RU,2019,226106263883.0,991334979203.0,57025.1272052,2074674801250.0,1512219.87611
37,AU,2019,169438597596.0,248123860185.0,9798.82385417,599480916841.0,1232878.81456
38,CH,2019,72850018603.8,20238574104.8,4184.73212346,41739592208.5,653350.130568
39,TR,2019,159708152296.0,144048505868.0,21836.671667,472591068819.0,680147.916219
40,TW,2019,122499363486.0,142829221670.0,13402.0751166,280048995193.0,491104.421559
41,NO,2019,42921877193.4,47574434787.7,2121.31126005,86998826226.7,360282.59369
42,ID,2019,182264178723.0,317050963458.0,124244.786281,1000459394800.0,999723.790866
43,ZA,2019,64069361499.0,233287825276.0,13230.1169201,493534921053.0,313917.81258
44,WA,2019,1363550167240.0,1640242226620.0,564709.002786,3327363180650.0,3450302.73629
45,WL,2019,379821581678.0,455134134272.0,114855.316264,1272055210440.0,2108426.41381
46,WE,2019,210095955905.0,182180713981.0,159184.163489,491641328414.0,346955.982553
47,WF,2019,495972968157.0,477886633865.0,412145.3111,2008577248810.0,1578465.67202
48,WM,2019,740237691685.0,1374232119300.0,37591.491747,2956263329270.0,3017200.80712
