country,year,PrimaryEnergyProduction,FinalEnergyConsumption,Exports,Imports,NetTrade
AUT,1990,94623.139,208914.111,14226.259,217102.238,-202875.979
AUT,1991,97489.75,225737.683,14117.666,223735.716,-209618.05
AUT,1992,99956.123,220061.112,15339.434,222236.429,-206896.995
AUT,1993,102442.643,224114.636,18497.768,219544.766,-201046.998
AUT,1994,98181.856,218885.179,22243.056,221059.753,-198816.697
AUT,1995,102123.494,229092.04,21413.25,232724.924,-211311.674
AUT,1996,101010.969,248958.967,23506.166,258739.594,-235233.428
AUT,1997,101310.644,243008.557,27050.383,253896.633,-226846.25
AUT,1998,103311.633,250415.877,30867.487,271114.965,-240247.478
AUT,1999,113464.729,253227.268,34614.294,257629.006,-223014.712
AUT,2000,113968.667,253652.508,34710.448,257635.137,-222924.689
AUT,2001,114088.552,270081.312,40326.768,273681.196,-233354.428
AUT,2002,114343.454,272699.87,41149.851,286624.814,-245474.963
AUT,2003,110296.162,288433.569,45139.1,314801.478,-269662.378
AUT,2004,114472.673,292038.019,51571.637,326613.679,-275042.042
AUT,2005,115000.477,299177.947,47084.289,334195.315,-287111.026
AUT,2006,120117.244,299861.858,38614.345,330282.635,-291668.29
AUT,2007,127362.837,294655.557,45452.897,317176.391,-271723.494
AUT,2008,129911.943,295215.104,48449.491,323384.3,-274934.809
AUT,2009,136122.98,287061.657,48748.58,296037.923,-247289.343
AUT,2010,140909.11,301900.998,47955.359,302444.038,-254488.679
AUT,2011,133067.706,291829.955,47535.014,322952.128,-275417.114
AUT,2012,149512.976,293091.452,54067.142,304362.953,-250295.811
AUT,2013,144142.792,300071.161,51555.857,294758.024,-243202.167
AUT,2014,143246.035,287970.408,53741.713,305130.863,-251389.15
AUT,2015,142212.451,296274.35,58172.866,295111.273,-236938.407
AUT,2016,146122.161,303536.854,57474.653,304551.683,-247077.03
AUT,2017,146950.549,308227.334,61484.878,320411.019,-258926.141
AUT,2018,139905.043,302873.54,64236.713,318399.078,-254162.365
AUT,2019,144400.713,304957.451,65538.201,355183.793,-289645.592
AUT,2020,144337.437,289272.208,63977.956,283791.016,-219813.06
AUT,2021,147404.884,307153.373,62652.917,269012.198,-206359.281
AUT,2022,142176.158,290654.357,48203.319,329637.011,-281433.692
AUT,2023,150830.864,277558.99,57428.044,281928.344,-224500.3
BEL,1990,144453.168,330464.804,242177.206,704627.013,-462449.807
BEL,1991,142454.291,348200.881,250846.398,744216.681,-493370.283
BEL,1992,141805.192,350916.864,252496.813,757689.333,-505192.52
BEL,1993,134081.333,347129.988,240106.721,725723.177,-485616.456
BEL,1994,130191.972,353682.831,243363.669,774883.91,-531520.241
BEL,1995,133976.111,363532.757,227397.258,773818.834,-546421.576
BEL,1996,139479.444,387137.413,257003.393,833692.568,-576689.175
BEL,1997,151858.5,379346.273,259782.835,829106.364,-569323.529
BEL,1998,148870.833,387543.245,262787.786,864199.48,-601411.694
BEL,1999,157988.417,384929.787,277224.738,844906.552,-567681.814
BEL,2000,155851.556,391183.431,291788.861,880655.864,-588867.003
BEL,2001,152206.944,410456.527,276583.838,878593.482,-602009.644
BEL,2002,154456.722,390902.842,291812.333,866355.897,-574543.564
BEL,2003,157051.722,404664.778,289087.042,908065.235,-618978.193
BEL,2004,158679.602,401739.863,311922.588,937041.964,-625119.376
BEL,2005,160885.648,397733.874,318269.933,940196.969,-621927.036
BEL,2006,159783.248,392256.715,301858.75,920136.39,-618277.64
BEL,2007,167270.605,378222.053,312098.801,909854.227,-597755.426
BEL,2008,162845.081,394054.869,307941.066,956881.753,-648940.687
BEL,2009,167895.062,382796.344,334638.975,896471.885,-561832.91
BEL,2010,173903.259,411791.086,334278.615,958788.965,-624510.35
BEL,2011,175545.339,378689.553,344033.44,908642.252,-564608.812
BEL,2012,156718.011,383556.625,345176.978,883612.074,-538435.096
BEL,2013,166046.724,395555.181,345789.114,913002.201,-567213.087
BEL,2014,140699.975,366937.214,367327.564,917598.06,-550270.496
BEL,2015,119224.334,385279.564,364757.903,947631.021,-582873.118
BEL,2016,170553.279,388308.377,363424.788,921435.101,-558010.313
BEL,2017,168503.615,382961.194,411135.228,971073.381,-559938.153
BEL,2018,131042.951,385416.963,402695.766,1020743.699,-618047.933
BEL,2019,176078.741,377244.256,442314.505,1023186.129,-580871.624
BEL,2020,154407.794,359094.992,369281.978,894652.063,-525370.085
BEL,2021,201525.539,384245.335,414200.836,945239.259,-531038.423
BEL,2022,184186.267,353295.552,439700.972,955809.545,-516108.573
BEL,2023,157644.466,346969.529,456358.023,952612.39,-496254.367
BGR,1990,107695.571,185601.676,10497.053,218962.327,-208465.274
BGR,1991,98487.879,138556.553,1563.017,170074.257,-168511.24
BGR,1992,102037.523,121937.584,3129.133,141481.266,-138352.133
BGR,1993,107328.423,118097.784,8307.316,162346.454,-154039.138
BGR,1994,109049.002,118611.468,23870.918,164298.533,-140427.615
BGR,1995,119161.631,124760.205,26504.399,184114.385,-157609.986
BGR,1996,123836.225,128131.965,21771.312,175014.59,-153243.278
BGR,1997,118326.78,118430.761,22375.918,147485.493,-125109.575
BGR,1998,118454.045,115074.279,19428.611,137481.419,-118052.808
BGR,1999,105991.657,100739.384,23741.194,127316.118,-103574.924
BGR,2000,114690.134,99956.574,30574.597,131506.896,-100932.299
BGR,2001,120133.641,100001.52,32516.556,137537.181,-105020.625
BGR,2002,123064.484,99829.94,27717.207,131893.217,-104176.01
BGR,2003,118289.416,106376.649,26122.763,132511.105,-106388.342
BGR,2004,119393.061,106474.073,34355.771,141638.381,-107282.61
BGR,2005,123777.942,111670.666,39262.756,150449.05,-111186.294
BGR,2006,128306.723,115754.938,52308.926,164107.291,-111798.365
BGR,2007,115480.526,114264.824,52465.095,174034.298,-121569.203
BGR,2008,119127.255,111899.186,53129.581,175396.11,-122266.529
BGR,2009,112861.858,98528.734,45011.929,138859.889,-93847.96
BGR,2010,121565.28,101173.927,52452.51,136552.967,-84100.457
BGR,2011,142356.854,106124.967,55445.112,137788.764,-82343.652
BGR,2012,135907.616,105872.176,60943.957,140071.199,-79127.242
BGR,2013,124076.686,100957.206,63051.862,139582.317,-76530.455
BGR,2014,131507.128,103291.851,62466.316,135911.462,-73445.146
BGR,2015,139936.109,109188.868,68944.904,148494.978,-79550.074
BGR,2016,131104.64,110693.751,66282.169,148480.117,-82197.948
BGR,2017,136391.678,113344.852,67610.095,154661.849,-87051.754
BGR,2018,139064.278,113481.707,54246.848,134872.856,-80626.008
BGR,2019,135963.992,113038.95,62121.52,145976.423,-83854.903
BGR,2020,125964.017,110481.029,43266.465,122277.536,-79011.071
BGR,2021,141152.439,118227.903,36018.498,117522.344,-81503.846
BGR,2022,152976.569,114635.774,64975.653,149715.989,-84740.336
BGR,2023,121926.094,110718.555,51741.309,131658.122,-79916.813
CYP,1990,71.389,9920.896,0,19157.436,-19157.436
CYP,1991,64.444,11547.124,0,20457.664,-20457.664
CYP,1992,63.889,12012.409,0,22283.066,-22283.066
CYP,1993,63.611,12365.875,0,23894.661,-23894.661
CYP,1994,136.111,12834.633,0,25307.524,-25307.524
CYP,1995,493.611,13397.414,0,23854.699,-23854.699
CYP,1996,501.944,14138.704,246.907,25873.777,-25626.87
CYP,1997,484.167,14204.544,0,25060.272,-25060.272
CYP,1998,499.722,14861.538,0,26462.717,-26462.717
CYP,1999,507.778,15294.946,0,28688.294,-28688.294
CYP,2000,514.722,15902.914,0,29990.021,-29990.021
CYP,2001,517.222,16028.634,0,29485.143,-29485.143
CYP,2002,520.278,16333.268,0,30446.019,-30446.019
CYP,2003,559.444,17241.729,0,31330.845,-31330.845
CYP,2004,583.307,17721.905,0,28504.798,-28504.798
CYP,2005,593.421,17764.671,0,33206.917,-33206.917
CYP,2006,599.69,18017.595,0,35059.769,-35059.769
CYP,2007,854.525,18908.493,0,33885.04,-33885.04
CYP,2008,983.869,19470.638,0,35956.734,-35956.734
CYP,2009,1051.378,19327.317,0,34251.22,-34251.22
CYP,2010,1081.826,19140.518,0,34469.736,-34469.736
CYP,2011,1178.727,18773.291,0,31226.69,-31226.69
CYP,2012,1316.41,17361.253,0,30782.804,-30782.804
CYP,2013,1333.044,15961.653,0,27266.958,-27266.958
CYP,2014,1420.607,16018.554,0,26816.988,-26816.988
CYP,2015,1523.148,16560.224,281.75,29050.956,-28769.206
CYP,2016,1610.401,17335.75,200.399,30856.297,-30655.898
CYP,2017,1682.884,18044.478,0,31536.554,-31536.554
CYP,2018,2287.738,18390.206,0,31220.743,-31220.743
CYP,2019,2423.421,18917.965,0,31333.486,-31333.486
CYP,2020,2505.87,17746.595,0,27726.446,-27726.446
CYP,2021,2765.235,18433.149,392.69,28108.694,-27716.004
CYP,2022,2989.639,18719.597,209.193,30807.019,-30597.826
CYP,2023,3121.174,18829.558,0,30504.649,-30504.649
CZE,1990,477775.208,362561.85,169287.982,257541.693,-88253.711
CZE,1991,449556.708,326446.436,100678.519,183019.167,-82340.648
CZE,1992,425867.107,322551.211,96997.799,177636.848,-80639.049
CZE,1993,419718.576,314678.831,99649.663,178344.405,-78694.742
CZE,1994,389365.902,294695.444,101449.53,190900.877,-89451.347
CZE,1995,375840.777,291372.057,105970.113,205588.348,-99618.235
CZE,1996,380777.467,296038.969,106610.905,227690.313,-121079.408
CZE,1997,388413.676,292241.316,100673.687,222009.761,-121336.074
CZE,1998,369118.854,281257.393,99505.6,221862.913,-122357.313
CZE,1999,335831.636,271182.888,97512.812,211511.009,-113998.197
CZE,2000,358337.088,279015.822,98632.193,207654.892,-109022.699
CZE,2001,366495.694,284834.058,98648.219,221880.504,-123232.285
CZE,2002,368886.22,277767.456,95397.34,226248.905,-130851.565
CZE,2003,392521.646,290096.465,100363.353,230364.549,-130001.196
CZE,2004,389491.481,291986.214,93940.614,229453.102,-135512.488
CZE,2005,386500.467,289459.721,96768.384,244231.029,-147462.645
CZE,2006,394012.805,292543.006,105160.218,254077.167,-148916.949
CZE,2007,395316.733,286250.145,105647.452,240691.032,-135043.58
CZE,2008,385805.059,286071.28,99140.304,246270.308,-147130.004
CZE,2009,367302.287,276739.676,101697.819,235560.061,-133862.242
CZE,2010,370549.538,280528.909,105825.361,240023.883,-134198.522
CZE,2011,376567.104,271409.994,102314.983,248569.671,-146254.688
CZE,2012,376430.258,271284.039,100775.913,228579.554,-127803.641
CZE,2013,352539.479,269017.913,97215.251,236570.423,-139355.172
CZE,2014,343066.58,261042.247,97533.846,245222.519,-147688.673
CZE,2015,332067.181,268654.098,98026.24,254962.328,-156936.088
CZE,2016,314382.925,275573.15,92385.688,251299.688,-158914
CZE,2017,318210.319,284299.955,89984.427,277827.385,-187842.958
CZE,2018,317996.803,281340.91,81287.45,268454.683,-187167.233
CZE,2019,309329.219,281765.993,75126.405,278897.085,-203770.68
CZE,2020,273312.476,276387.146,64371.406,246160.611,-181789.205
CZE,2021,283392.483,294203.271,78267.987,276824.573,-198556.586
CZE,2022,294007.358,280787.762,75785.939,279101.085,-203315.146
CZE,2023,269432.441,264298.202,66161.353,252460.437,-186299.084
DEU,1990,2170227.607,2543117.158,255270.938,2193760.84,-1938489.902
DEU,1991,1957915.754,2526765.517,198224.979,2299713.666,-2101488.687
DEU,1992,1898446.88,2447989.029,236016.166,2415242.348,-2179226.182
DEU,1993,1767920.326,2467317.011,242875.168,2441552.109,-2198676.941
DEU,1994,1688022.39,2410843.386,277323.562,2516476.976,-2239153.414
DEU,1995,1685231.849,2449185.813,263237.279,2528841.137,-2265603.858
DEU,1996,1664017.861,2560694.864,276063.444,2695844.492,-2419781.048
DEU,1997,1667773.426,2508347.594,276136.533,2705494.696,-2429358.163
DEU,1998,1579036.828,2490197.496,278064.012,2759080.448,-2481016.436
DEU,1999,1593600.948,2441785.011,311489.892,2671375.97,-2359886.078
DEU,2000,1572789.195,2409386.132,354877.987,2737325.695,-2382447.708
DEU,2001,1564636.872,2456370.69,338572.563,2849183.054,-2510610.491
